Content_ID,Reaction_Type,Datetime,User_ID,Content_Type,Category,Sentiment,Score
9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,2021-03-08 10:40:53.0000000,a483c273-aee5-44bc-883e-d6963157aa4c,photo,healthy eating,negative,5
9f737e0a-3cdd-4d29-9d24-753f4e3be810,disgust,2021-03-28 21:15:26.0000000,8b49caad-bcc5-43de-bf40-34a66ff8805c,photo,healthy eating,negative,0
9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,2021-05-25 01:00:28.0000000,e6a52b6a-20ec-4b09-bbb7-4a1138014985,photo,healthy eating,negative,5
9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,2021-03-15 12:17:43.0000000,48e26178-5cdd-4568-9990-d3bc5937910b,photo,healthy eating,positive,50
9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,2021-05-05 16:26:43.0000000,3efc3621-873a-4b80-a0cb-27e531d600be,photo,healthy eating,positive,65
9f737e0a-3cdd-4d29-9d24-753f4e3be810,heart,2021-06-16 03:02:28.0000000,91fa7240-3d29-4dd0-baf1-ace7742a6e3f,photo,healthy eating,positive,60
9f737e0a-3cdd-4d29-9d24-753f4e3be810,indifferent,2020-07-07 10:52:30.0000000,afab7336-04d3-45fe-8917-0327c56e7435,photo,healthy eating,neutral,20
9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,2020-08-20 07:59:11.0000000,78703a69-8edc-458f-b0fc-85d96501dcdc,photo,healthy eating,neutral,35
9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,2020-09-23 11:15:19.0000000,054b5d2a-7ee3-49c8-912a-1cf58389ae60,photo,healthy eating,positive,65
9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,2021-03-24 05:56:19.0000000,7adafb3c-7c7c-492b-be5b-5ddd9ff1316a,photo,healthy eating,positive,50
230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-12-07 19:13:23.0000000,ad4bd878-55e7-487c-a4db-470b23bbd832,photo,healthy eating,negative,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,2020-08-03 16:41:04.0000000,425b7021-0409-4358-af39-2bff14197d0a,photo,healthy eating,positive,75
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2021-01-10 15:36:01.0000000,15cf4392-8541-422b-8957-a9c0380c11d9,photo,healthy eating,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,2020-09-20 08:48:13.0000000,4c731e48-0377-4d7d-b4c8-b2174b774ed8,photo,healthy eating,negative,15
230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish,2020-07-20 14:06:31.0000000,64b33556-9ecf-4ebc-8b4c-f829ab1a4881,photo,healthy eating,positive,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-10-24 12:15:34.0000000,d0ea9a00-4ea9-4c81-b16a-a20b72f824ea,photo,healthy eating,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-06-06 01:27:19.0000000,cfe50481-7c50-48fa-97fa-89b6f137e1bd,photo,healthy eating,positive,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2020-12-25 00:09:41.0000000,54a8e072-5369-4122-9189-43b55e1a4ba2,photo,healthy eating,positive,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,like,2021-06-14 07:56:56.0000000,15c2ba5b-eeb6-4d9b-a0e2-7d5461a21c0a,photo,healthy eating,positive,50
230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-11-18 23:37:37.0000000,d71363d5-6468-44b0-b641-94c4776bce98,photo,healthy eating,negative,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-05-09 02:42:43.0000000,acbac577-54c9-4476-af3c-a3241a3f4a19,photo,healthy eating,positive,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2021-05-11 08:38:47.0000000,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,photo,healthy eating,negative,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,2020-11-12 08:00:05.0000000,5870e611-6218-48e1-a9a0-ba86fe5598f7,photo,healthy eating,neutral,35
230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2020-06-21 16:57:09.0000000,b76ebf8d-3f04-4e7f-aec8-22575f68d9e2,photo,healthy eating,positive,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,2021-03-04 23:58:54.0000000,a6668254-c779-424c-8c8b-1762bf45916e,photo,healthy eating,positive,75
230c4e4d-70c3-461d-b42c-ec09396efb3f,want,2020-07-09 16:47:07.0000000,7f8ef27a-73f4-4bc1-aa62-f8aaea817294,photo,healthy eating,positive,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-08-01 19:16:01.0000000,b6d04982-1509-41ab-a700-b390d6cb4d02,photo,healthy eating,negative,5
230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2020-11-23 22:46:17.0000000,225f147b-0951-40a8-96fb-2ceba9f3153a,photo,healthy eating,negative,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2021-04-23 23:41:18.0000000,e74edcea-5db4-4412-a4ce-eb7c5adc314a,photo,healthy eating,negative,10
230c4e4d-70c3-461d-b42c-ec09396efb3f,want,2020-11-13 00:33:42.0000000,9b6d35f9-5e15-4cd0-a8d7-b1f3340e02c4,photo,healthy eating,positive,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-06-09 10:13:56.0000000,ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,photo,healthy eating,positive,30
230c4e4d-70c3-461d-b42c-ec09396efb3f,love,2020-10-29 19:41:49.0000000,94bf7864-a52e-405e-a729-9702bf79c234,photo,healthy eating,positive,65
230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2021-05-14 12:47:27.0000000,31d378e7-9e95-4e8a-b564-7fd346027dfe,photo,healthy eating,positive,60
230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,2020-08-04 05:40:33.0000000,ef147ea5-9696-44d5-b6c2-a43f62fd8ce2,photo,healthy eating,negative,0
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-08-07 04:09:29.0000000,29ba1f29-2e45-41bd-9c43-05d0dae6c1c6,photo,healthy eating,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-10-23 21:19:27.0000000,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,photo,healthy eating,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-11-14 23:53:51.0000000,ba55c3a8-5ab2-486a-8c90-b972117453bb,photo,healthy eating,positive,72
230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2020-11-12 04:54:46.0000000,9a84c667-c913-47ce-be69-0f847dbfe0db,photo,healthy eating,positive,30
356fff80-da4d-4785-9f43-bc1261031dc6,worried,2021-04-03 12:17:12.0000000,c8145b49-3841-466e-9d49-a636ce2e7d1f,photo,technology,negative,12
356fff80-da4d-4785-9f43-bc1261031dc6,want,2020-09-27 22:15:54.0000000,ef56931b-540b-4166-9090-73ae48ac8d97,photo,technology,positive,70
356fff80-da4d-4785-9f43-bc1261031dc6,heart,2020-10-27 05:45:15.0000000,241d5c6e-06c7-491b-b23e-f8d6ddc0240a,photo,technology,positive,60
356fff80-da4d-4785-9f43-bc1261031dc6,scared,2020-10-15 09:11:23.0000000,8f41c07f-db4f-44f3-ae81-1f99cee047eb,photo,technology,negative,15
356fff80-da4d-4785-9f43-bc1261031dc6,heart,2021-05-07 09:16:35.0000000,2ef20e99-8be8-4ab6-a817-83991f7a0fa3,photo,technology,positive,60
356fff80-da4d-4785-9f43-bc1261031dc6,hate,2020-09-16 08:39:40.0000000,0c5b0547-820a-4beb-832e-3162f74ccfa7,photo,technology,negative,5
356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,2020-10-29 15:38:26.0000000,de1d478e-3552-4223-b039-d3086cc485ec,photo,technology,neutral,20
01ab84dd-6364-4236-abbb-3f237db77180,scared,2021-05-24 18:03:26.0000000,f9ecf6a2-8402-43b3-bf22-8cd54394ea02,video,food,negative,15
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2021-02-25 20:02:53.0000000,b7fb2028-4cfc-440b-a1b1-4101f12f7abe,GIF,cooking,positive,30
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,2021-05-02 03:45:03.0000000,2546684f-0387-4c46-b19b-9a5ddb2ef221,GIF,cooking,negative,5
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,2021-01-28 08:49:29.0000000,bc142f57-1307-46c6-9975-8c3a1e5f540c,GIF,cooking,positive,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2021-02-15 13:06:04.0000000,766886c9-a63a-4446-bb4a-07d611b3b212,GIF,cooking,neutral,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2020-11-04 21:25:52.0000000,d16ed6bf-d35e-463b-92b0-393ee67e220c,GIF,cooking,negative,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,2020-06-23 22:12:03.0000000,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,GIF,cooking,positive,65
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2021-02-16 04:01:15.0000000,132b1407-16fa-48f8-8112-3e426974bbb7,GIF,cooking,positive,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2021-01-03 08:44:25.0000000,9bb5d084-0b28-4352-8591-5b5a4efecdf0,GIF,cooking,positive,30
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2020-11-25 12:45:41.0000000,49da0743-cb4d-4c84-b6a2-537bbe7256d1,GIF,cooking,positive,72
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,2021-05-22 21:03:24.0000000,8b49caad-bcc5-43de-bf40-34a66ff8805c,GIF,cooking,positive,50
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2021-01-18 13:39:54.0000000,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,GIF,cooking,positive,70
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,2021-01-06 00:35:24.0000000,3205ad12-726a-4b65-a15a-1a899a9d310b,GIF,cooking,neutral,20
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2021-05-14 14:33:17.0000000,1f81cb56-5258-4f9e-ab2c-4dfb581b44cb,GIF,cooking,positive,72
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,2021-05-27 15:21:54.0000000,15c2ba5b-eeb6-4d9b-a0e2-7d5461a21c0a,GIF,cooking,negative,12
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2020-07-21 02:12:26.0000000,80fc5e28-17ac-4e79-b9df-0d500abbe8b5,GIF,cooking,neutral,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2021-05-26 06:09:46.0000000,48bed4d7-0329-472c-96d9-b23a103eb834,GIF,cooking,negative,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2021-02-25 03:16:57.0000000,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,GIF,cooking,negative,10
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,2020-12-07 22:50:16.0000000,0c347562-ce55-450b-91ab-0707662b36f5,GIF,cooking,positive,45
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2020-09-01 21:18:45.0000000,a6f003be-b0fd-4100-b4cc-f568a21b9745,GIF,cooking,neutral,35
cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2021-05-10 22:07:25.0000000,d27670c9-f85e-43e0-80a7-122cba908f10,GIF,cooking,positive,72
3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2021-02-12 16:37:36.0000000,0c5b0547-820a-4beb-832e-3162f74ccfa7,video,dogs,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-04-28 15:22:49.0000000,2ef20e99-8be8-4ab6-a817-83991f7a0fa3,video,dogs,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-24 00:38:50.0000000,1e571af5-1796-424c-b744-a925897d44a3,video,dogs,positive,45
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2021-03-18 01:53:44.0000000,48bed4d7-0329-472c-96d9-b23a103eb834,video,dogs,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-14 07:21:32.0000000,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,video,dogs,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-12-23 04:11:42.0000000,77a7b81e-96f7-4e5a-92c7-5b07f7333913,video,dogs,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-05-21 07:23:46.0000000,e6a52b6a-20ec-4b09-bbb7-4a1138014985,video,dogs,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,like,2021-03-28 23:25:16.0000000,dbacabf8-7ebd-4f22-a261-59d8dad306f1,video,dogs,positive,50
3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,2020-09-16 07:33:24.0000000,c43c2351-9591-4122-acdd-b521723d7292,video,dogs,neutral,35
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-06 05:23:29.0000000,8dda1a41-9e57-4944-bd36-18c0ac343b13,video,dogs,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-13 23:35:56.0000000,10f311c3-f547-4260-8c0e-a155008b7936,video,dogs,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-09-06 22:35:47.0000000,37867a23-d07b-4990-8fa8-d694cf7d3b1b,video,dogs,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-06-24 09:31:00.0000000,1e6db00c-22dd-4ae9-80e3-95f7a88b18b8,video,dogs,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-02-07 21:39:16.0000000,9e9cf8e7-6731-47da-bc0f-3a487e835586,video,dogs,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-21 18:28:01.0000000,e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,video,dogs,positive,45
3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2021-02-27 00:21:50.0000000,bfe23c39-f814-4282-b0f7-506cd8295b8a,video,dogs,negative,10
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-08-22 12:06:49.0000000,de39bbda-66a8-4c52-835a-7a104cf7f081,video,dogs,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2020-08-03 06:29:58.0000000,5a1ab9a3-1983-4021-9557-d3700a276746,video,dogs,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,want,2021-06-04 04:57:36.0000000,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,video,dogs,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,super love,2020-10-21 09:07:21.0000000,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,video,dogs,positive,75
3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2020-12-26 19:46:34.0000000,91fa7240-3d29-4dd0-baf1-ace7742a6e3f,video,dogs,negative,10
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-03-02 22:47:19.0000000,596342af-6379-4551-8379-f4b805f9d576,video,dogs,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,2021-03-31 09:48:00.0000000,939dbcf5-024b-4e63-9e7e-2f15c8b346ba,video,dogs,neutral,20
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2021-06-14 13:44:48.0000000,a6133f47-5586-434e-8be1-1e7122db1c0e,video,dogs,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-12-27 17:04:31.0000000,fa3e42f0-71d8-455f-b024-e52d5c27a145,video,dogs,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-02-11 03:51:01.0000000,740a4abd-187d-4783-990b-161c52fb5f86,video,dogs,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-12-07 19:07:35.0000000,15cf4392-8541-422b-8957-a9c0380c11d9,video,dogs,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-26 05:27:32.0000000,8dda1a41-9e57-4944-bd36-18c0ac343b13,video,dogs,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-09-26 18:43:58.0000000,6178d76a-af2e-4453-93ee-02ca23ed3fdc,video,dogs,negative,12
3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-11-25 13:01:22.0000000,3a752edf-f723-46a5-bffb-4a9ed6475546,video,dogs,negative,15
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-07-11 05:51:54.0000000,79acce4b-b991-4a68-b762-d496686a4f32,video,dogs,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-19 16:23:19.0000000,80c36ce2-2cef-4a47-a563-d2a60a2b1825,video,dogs,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-11 18:31:06.0000000,73a9e869-62a6-4508-b146-20dc9de19276,video,dogs,positive,30
3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-11-02 20:15:03.0000000,e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,video,dogs,positive,60
3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-10-01 03:35:13.0000000,192a526b-4952-4bda-b659-4661dab12716,video,dogs,positive,70
3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-02-11 20:10:20.0000000,054b5d2a-7ee3-49c8-912a-1cf58389ae60,video,dogs,negative,0
3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2020-10-17 11:46:24.0000000,89572273-761e-46f3-8b99-1689d98aac90,video,dogs,negative,5
3f8590c7-6ab2-4973-805a-90cdec355f05,like,2020-08-09 19:41:24.0000000,c8145b49-3841-466e-9d49-a636ce2e7d1f,video,dogs,positive,50
3f8590c7-6ab2-4973-805a-90cdec355f05,love,2021-02-01 02:40:09.0000000,4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2,video,dogs,positive,65
3f8590c7-6ab2-4973-805a-90cdec355f05,adore,2021-01-30 09:36:48.0000000,93dd80c0-4ff2-42ed-9949-1621b0a68c63,video,dogs,positive,72
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,2021-03-31 15:24:36.0000000,41cd692a-be3c-4acd-a2c8-184586bdc180,video,technology,positive,70
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,2021-02-05 17:00:19.0000000,0f1f6aef-b094-4b4d-b6b6-412ebc42c12b,video,technology,positive,75
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,2021-02-19 16:29:59.0000000,7bf3ce80-784e-42a0-b06a-dbbd1e31a9b7,video,technology,positive,60
e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,2020-07-25 00:00:21.0000000,6fd58dea-315a-4ab2-8023-424a6ff455cd,video,technology,negative,12
0bedca96-fb76-4287-a83c-17330ed39cce,adore,2020-07-13 02:38:53.0000000,68724f58-bc4d-4ab0-a4e1-60cdd5e95e7d,photo,soccer,positive,72
0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,2021-01-13 13:11:03.0000000,91bec0ab-a8d4-421e-b333-e511c7c6f9a0,photo,soccer,neutral,20
0bedca96-fb76-4287-a83c-17330ed39cce,worried,2021-01-02 16:46:38.0000000,375985a6-ae79-43d2-b7c6-b182d83f1eaf,photo,soccer,negative,12
0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,2020-11-26 02:25:57.0000000,941db1b1-270d-47f8-8a96-43f5a7481f03,photo,soccer,positive,45
0bedca96-fb76-4287-a83c-17330ed39cce,want,2020-08-25 19:18:58.0000000,ded166ee-173b-4a56-bc6d-464c35709670,photo,soccer,positive,70
